"","X1","X0"
"172",5,0
"173",5,0
"174",5,0
"175",5,0
"176",6,0
"177",6,0
"178",6,0
"179",6,0
"180",6,0
"181",6,0
"182",6,0
"183",6,0
"184",6,0
"185",6,0
"186",6,0
"187",6,0
"188",6,0
"189",6,0
"190",6,0
"191",6,0
"192",6,0
"193",6,0
"194",6,0
"195",6,0
"196",6,0
"197",6,0.001
"198",6,0
"199",6,0
"200",6,0
"201",6,0
"202",6,0
"203",6,0
"204",6,0
"205",6,0
"206",6,0
"207",6,0
"208",6,0
"209",6,0
"210",6,0
"211",7,0
"212",7,0.001
"213",7,0
"214",7,0
"215",7,0
"216",7,0
"217",7,0
"218",7,0
"219",7,0
"220",7,0
"221",7,0
"222",7,0
"223",7,0
"224",7,0
"225",7,0
"226",7,0
"227",7,0
"228",7,0
"229",7,0
"230",7,0
"231",7,0
"232",7,0
"233",7,0
"234",7,0
"235",7,0
"236",7,0
"237",7,0
"238",7,0
"239",7,0
"240",7,0
"241",7,0
"242",7,0
"243",7,0
"244",7,0
"245",7,0
"246",8,0
"247",8,0
"248",8,0
"249",8,0
"250",8,0
"251",8,0
"252",8,0
"253",8,0.001
"254",8,0
"255",8,0
"256",8,0
"257",8,0
"258",8,0
"259",8,0
"260",8,0
"261",8,0
"262",8,0
"263",8,0
"264",8,0
"265",8,0
"266",8,0
"267",8,0
"268",8,0
"269",8,0
"270",8,0
"271",8,0
"272",8,0
"273",8,0.001
"274",8,0
"275",8,0
"276",8,0
"277",8,0
"278",8,0
"279",8,0
"280",8,0
"281",9,0
"282",9,0
"283",9,0
"284",9,0
"285",9,0
"286",9,0
"287",9,0
"288",9,0.001
"289",9,0
"290",9,0
"291",9,0
"292",9,0
"293",9,0
"294",9,0
"295",9,0
"296",9,0
"297",9,0
"298",9,0.001
"299",9,0
"300",9,0
"301",9,0
"302",9,0
"303",9,0
"304",9,0
"305",9,0
"306",9,0
"307",9,0
"308",9,0
"309",9,0
"310",9,0
"311",9,0
"312",9,0
"313",9,0
"314",9,0
"315",9,0
"316",10,0
"317",10,0
"318",10,0
"319",10,0
"320",10,0
"321",10,0
"322",10,0
"323",10,0
"324",10,0
"325",10,0
"326",10,0
"327",10,0
"328",10,0
"329",10,0
"330",10,0
"331",10,0
"332",10,0
"333",10,0.001
"334",10,0
"335",10,0
"336",10,0
"337",10,0
"338",10,0
"339",10,0
"340",10,0
"341",10,0
"342",10,0
"343",10,0
"344",10,0
"345",10,0
"346",10,0
"347",10,0
"348",10,0
"349",10,0
"350",10,0
"351",11,0
"352",11,0
"353",11,0
"354",11,0
"355",11,0
"356",11,0.001
"357",11,0
"358",11,0
"359",11,0.001
"360",11,0
"361",11,0
"362",11,0
"363",11,0
"364",11,0
"365",11,0
"366",11,0
"367",11,0
"368",11,0
"369",11,0
"370",11,0.001
"371",11,0
"372",11,0
"373",11,0
"374",11,0
"375",11,0
"376",11,0
"377",11,0
"378",11,0
"379",11,0
"380",11,0
"381",11,0
"382",11,0
"383",11,0
"384",11,0
"385",11,0
"386",12,0
"387",12,0
"388",12,0
"389",12,0
"390",12,0
"391",12,0
"392",12,0
"393",12,0
"394",12,0
"395",12,0
"396",12,0
"397",12,0
"398",12,0
"399",12,0
"400",12,0
"401",12,0
"402",12,0
"403",12,0
"404",12,0
"405",12,0
"406",12,0
"407",12,0
"408",12,0
"409",12,0
"410",12,0
"411",12,0
"412",12,0
"413",12,0
"414",12,0
"415",12,0
"416",12,0
"417",12,0
"418",12,0
"419",12,0
"420",12,0
"421",13,0
"422",13,0
"423",13,0
"424",13,0
"425",13,0
"426",13,0
"427",13,0
"428",13,0
"429",13,0
"430",13,0
"431",13,0
"432",13,0
"433",13,0
"434",13,0
"435",13,0
"436",13,0
"437",13,0
"438",13,0
"439",13,0
"440",13,0
"441",13,0
"442",13,0
"443",13,0
"444",13,0
"445",13,0
"446",13,0
"447",13,0
"448",13,0
"449",13,0
"450",13,0
"451",13,0
"452",13,0
"453",13,0
"454",13,0
"455",13,0
"456",14,0
"457",14,0
"458",14,0
"459",14,0
"460",14,0
"461",14,0
"462",14,0
"463",14,0
"464",14,0
"465",14,0
"466",14,0
"467",14,0
"468",14,0
"469",14,0
"470",14,0
"471",14,0
"472",14,0
"473",14,0
"474",14,0
"475",14,0
"476",14,0
"477",14,0
"478",14,0
"479",14,0
"480",14,0
"481",14,0
"482",14,0
"483",14,0
"484",14,0
"485",14,0
"486",14,0
"487",14,0
"488",14,0
"489",14,0
"490",14,0
"491",15,0
"492",15,0
"493",15,0
"494",15,0
"495",15,0
"496",15,0
"497",15,0
"498",15,0
"499",15,0
"500",15,0
"501",15,0
"502",15,0
"503",15,0
"504",15,0
"505",15,0
"506",15,0
"507",15,0
"508",15,0
"509",15,0
"510",15,0
"511",15,0
"512",15,0
"513",15,0
"514",15,0
"515",15,0
"516",15,0
"517",15,0
"518",15,0
"519",15,0
"520",15,0
"521",15,0
"522",15,0
"523",15,0
"524",15,0
"525",15,0
"526",16,0
"527",16,0
"528",16,0
"529",16,0
"530",16,0
"531",16,0
"532",16,0
"533",16,0
"534",16,0
"535",16,0
"536",16,0
"537",16,0
"538",16,0
"539",16,0
"540",16,0
"541",16,0
"542",16,0
"543",16,0
"544",16,0
"545",16,0
"546",16,0.001
"547",16,0
"548",16,0
"549",16,0
"550",16,0
"551",16,0
"552",16,0
"553",16,0
"554",16,0
"555",16,0
"556",16,0
"557",16,0
"558",16,0
"559",16,0
"560",16,0
"561",17,0
"562",17,0
"563",17,0
"564",17,0
"565",17,0
"566",17,0
"567",17,0
"568",17,0
"569",17,0
"570",17,0
"571",17,0
"572",17,0
"573",17,0
"574",17,0
"575",17,0.001
"576",17,0
"577",17,0
"578",17,0
"579",17,0
"580",17,0
"581",17,0
"582",17,0
"583",17,0.001
"584",17,0
"585",17,0
"586",17,0
"587",17,0
"588",17,0
"589",17,0
"590",17,0
"591",17,0
"592",17,0
"593",17,0
"594",17,0
"595",17,0
"596",18,0
"597",18,0
"598",18,0
"599",18,0
"600",18,0
"601",18,0
"602",18,0
"603",18,0
"604",18,0
"605",18,0
"606",18,0
"607",18,0
"608",18,0
"609",18,0
"610",18,0
"611",18,0
"612",18,0
"613",18,0
"614",18,0
"615",18,0
"616",18,0
"617",18,0
"618",18,0
"619",18,0
"620",18,0
"621",18,0
"622",18,0
"623",18,0
"624",18,0
"625",18,0
"626",18,0
"627",18,0
"628",18,0
"629",18,0
"630",18,0
"631",19,0.001
"632",19,0
"633",19,0
"634",19,0
"635",19,0
"636",19,0
"637",19,0
"638",19,0
"639",19,0.001
"640",19,0
"641",19,0
"642",19,0
"643",19,0
"644",19,0
"645",19,0
"646",19,0
"647",19,0
"648",19,0
"649",19,0
"650",19,0
"651",19,0
"652",19,0
"653",19,0
"654",19,0
"655",19,0
"656",19,0
"657",19,0
"658",19,0
"659",19,0.001
"660",19,0
"661",19,0.001
"662",19,0
"663",19,0
"664",19,0
"665",19,0
"666",20,0
"667",20,0
"668",20,0
"669",20,0
"670",20,0
"671",20,0
"672",20,0
"673",20,0
"674",20,0
"675",20,0
"676",20,0
"677",20,0
"678",20,0
"679",20,0.001
"680",20,0
"681",20,0
"682",20,0
"683",20,0
"684",20,0
"685",20,0
"686",20,0
"687",20,0
"688",20,0
"689",20,0
"690",20,0
"691",20,0
"692",20,0
"693",20,0
"694",20,0
"695",20,0
"696",20,0
"697",20,0
"698",20,0
"699",20,0
"700",20,0
"701",21,0
"702",21,0
"703",21,0
"704",21,0
"705",21,0
"706",21,0
"707",21,0
"708",21,0
"709",21,0
"710",21,0
"711",21,0
"712",21,0
"713",21,0
"714",21,0
"715",21,0.001
"716",21,0
"717",21,0
"718",21,0
"719",21,0
"720",21,0
"721",21,0
"722",21,0
"723",21,0
"724",21,0
"725",21,0
"726",21,0
"727",21,0
"728",21,0
"729",21,0
"730",21,0
"731",21,0
"732",21,0
"733",21,0
"734",21,0
"735",21,0
"736",22,0
"737",22,0
"738",22,0
"739",22,0.001
"740",22,0
"741",22,0
"742",22,0
"743",22,0
"744",22,0
"745",22,0
"746",22,0
"747",22,0
"748",22,0
"749",22,0.001
"750",22,0
"751",22,0
"752",22,0
"753",22,0
"754",22,0
"755",22,0
"756",22,0
"757",22,0
"758",22,0
"759",22,0
"760",22,0
"761",22,0
"762",22,0
"763",22,0
"764",22,0
"765",22,0
"766",22,0
"767",22,0
"768",22,0
"769",22,0
"770",22,0
"771",23,0
"772",23,0
"773",23,0
"774",23,0
"775",23,0
"776",23,0
"777",23,0
"778",23,0
"779",23,0
"780",23,0
"781",23,0
"782",23,0
"783",23,0
"784",23,0.001
"785",23,0
"786",23,0
"787",23,0
"788",23,0
"789",23,0
"790",23,0
"791",23,0
"792",23,0
"793",23,0
"794",23,0
"795",23,0
"796",23,0
"797",23,0
"798",23,0.001
"799",23,0
"800",23,0
"801",23,0
"802",23,0
"803",23,0
"804",23,0
"805",23,0
"806",24,0.001
"807",24,0
"808",24,0
"809",24,0
"810",24,0
"811",24,0
"812",24,0
"813",24,0
"814",24,0
"815",24,0
"816",24,0
"817",24,0
"818",24,0
"819",24,0
"820",24,0
"821",24,0
"822",24,0.001
"823",24,0
"824",24,0
"825",24,0
"826",24,0
"827",24,0
"828",24,0
"829",24,0
"830",24,0
"831",24,0
"832",24,0
"833",24,0
"834",24,0
"835",24,0
"836",24,0
"837",24,0
"838",24,0
"839",24,0
"840",24,0
"841",25,0
"842",25,0
"843",25,0
"844",25,0
"845",25,0
"846",25,0
"847",25,0
"848",25,0
"849",25,0.001
"850",25,0
"851",25,0
"852",25,0
"853",25,0
"854",25,0
"855",25,0
"856",25,0.001
"857",25,0
"858",25,0
"859",25,0
"860",25,0
"861",25,0
"862",25,0
"863",25,0
"864",25,0
"865",25,0
"866",25,0
"867",25,0
"868",25,0
"869",25,0
"870",25,0
"871",25,0
"872",25,0
"873",25,0
"874",25,0
"875",25,0
"876",26,0
"877",26,0
"878",26,0
"879",26,0
"880",26,0
"881",26,0
"882",26,0
"883",26,0
"884",26,0
"885",26,0
"886",26,0
"887",26,0
"888",26,0
"889",26,0
"890",26,0.001
"891",26,0
"892",26,0
"893",26,0
"894",26,0
"895",26,0
"896",26,0
"897",26,0
"898",26,0
"899",26,0
"900",26,0
"901",26,0
"902",26,0
"903",26,0
"904",26,0
"905",26,0
"906",26,0
"907",26,0
"908",26,0
"909",26,0
"910",26,0
"911",27,0
"912",27,0
"913",27,0
"914",27,0
"915",27,0
"916",27,0
"917",27,0
"918",27,0
"919",27,0
"920",27,0.001
"921",27,0
"922",27,0
"923",27,0
"924",27,0
"925",27,0
"926",27,0
"927",27,0
"928",27,0
"929",27,0.001
"930",27,0
"931",27,0
"932",27,0
"933",27,0
"934",27,0
"935",27,0
"936",27,0
"937",27,0.001
"938",27,0
"939",27,0
"940",27,0
"941",27,0
"942",27,0
"943",27,0
"944",27,0
"945",27,0
"946",28,0
"947",28,0
"948",28,0
"949",28,0
"950",28,0
"951",28,0
"952",28,0
"953",28,0
"954",28,0.001
"955",28,0
"956",28,0.001
"957",28,0
"958",28,0
"959",28,0
"960",28,0
"961",28,0
"962",28,0
"963",28,0
"964",28,0
"965",28,0
"966",28,0
"967",28,0
"968",28,0
"969",28,0
"970",28,0
"971",28,0
"972",28,0
"973",28,0
"974",28,0.001
"975",28,0
"976",28,0
"977",28,0
"978",28,0
"979",28,0
"980",28,0
"981",29,0
"982",29,0
"983",29,0
"984",29,0
"985",29,0
"986",29,0
"987",29,0
"988",29,0
"989",29,0
"990",29,0
"991",29,0
"992",29,0
"993",29,0
"994",29,0
"995",29,0
"996",29,0
"997",29,0
"998",29,0
"999",29,0
"1000",29,0
"1001",29,0
"1002",29,0
"1003",29,0
"1004",29,0
"1005",29,0
"1006",29,0
"1007",29,0
"1008",29,0
"1009",29,0
"1010",29,0.001
"1011",29,0
"1012",29,0
"1013",29,0
"1014",29,0
"1015",29,0
"1016",30,0
"1017",30,0.001
"1018",30,0
"1019",30,0
"1020",30,0
"1021",30,0
"1022",30,0
"1023",30,0
"1024",30,0
"1025",30,0
"1026",30,0
"1027",30,0.001
"1028",30,0
"1029",30,0
"1030",30,0
"1031",30,0
"1032",30,0
"1033",30,0
"1034",30,0
"1035",30,0
"1036",30,0
"1037",30,0
"1038",30,0
"1039",30,0
"1040",30,0
"1041",30,0
"1042",30,0
"1043",30,0
"1044",30,0
"1045",30,0
"1046",30,0
"1047",30,0
"1048",30,0
"1049",30,0
"1050",30,0
"1051",31,0
"1052",31,0
"1053",31,0
"1054",31,0
"1055",31,0
"1056",31,0
"1057",31,0
"1058",31,0
"1059",31,0
"1060",31,0
"1061",31,0
"1062",31,0
"1063",31,0
"1064",31,0
"1065",31,0
"1066",31,0
"1067",31,0
"1068",31,0
"1069",31,0
"1070",31,0.001
"1071",31,0
"1072",31,0.001
"1073",31,0
"1074",31,0
"1075",31,0
"1076",31,0
"1077",31,0
"1078",31,0
"1079",31,0
"1080",31,0
"1081",31,0
"1082",31,0
"1083",31,0
"1084",31,0
"1085",31,0
"1086",32,0.001
"1087",32,0
"1088",32,0
"1089",32,0
"1090",32,0
"1091",32,0
"1092",32,0
"1093",32,0
"1094",32,0
"1095",32,0
"1096",32,0
"1097",32,0
"1098",32,0
"1099",32,0
"1100",32,0
"1101",32,0
"1102",32,0
"1103",32,0
"1104",32,0
"1105",32,0
"1106",32,0
"1107",32,0
"1108",32,0
"1109",32,0
"1110",32,0
"1111",32,0
"1112",32,0
"1113",32,0
"1114",32,0
"1115",32,0
"1116",32,0
"1117",32,0
"1118",32,0
"1119",32,0
"1120",32,0
"1121",33,0
"1122",33,0
"1123",33,0
"1124",33,0
"1125",33,0
"1126",33,0
"1127",33,0
"1128",33,0
"1129",33,0
"1130",33,0
"1131",33,0
"1132",33,0
"1133",33,0
"1134",33,0
"1135",33,0
"1136",33,0
"1137",33,0
"1138",33,0
"1139",33,0
"1140",33,0
"1141",33,0
"1142",33,0
"1143",33,0
"1144",33,0
"1145",33,0
"1146",33,0
"1147",33,0
"1148",33,0
"1149",33,0
"1150",33,0
"1151",33,0
"1152",33,0
"1153",33,0
"1154",33,0
"1155",33,0
"1156",34,0
"1157",34,0
"1158",34,0
"1159",34,0
"1160",34,0
"1161",34,0
"1162",34,0
"1163",34,0
"1164",34,0
"1165",34,0
"1166",34,0
"1167",34,0
"1168",34,0.001
"1169",34,0
"1170",34,0
"1171",34,0
"1172",34,0
"1173",34,0
"1174",34,0
"1175",34,0
"1176",34,0
"1177",34,0
"1178",34,0
"1179",34,0
"1180",34,0
"1181",34,0
"1182",34,0
"1183",34,0
"1184",34,0
"1185",34,0
"1186",34,0
"1187",34,0
"1188",34,0
"1189",34,0
"1190",34,0
"1191",35,0
"1192",35,0
"1193",35,0
"1194",35,0
"1195",35,0
"1196",35,0
"1197",35,0.001
"1198",35,0
"1199",35,0
"1200",35,0
"1201",35,0
"1202",35,0
"1203",35,0
"1204",35,0
"1205",35,0
"1206",35,0
"1207",35,0
"1208",35,0
"1209",35,0
"1210",35,0
"1211",35,0.001
"1212",35,0
"1213",35,0
"1214",35,0
"1215",35,0
"1216",35,0
"1217",35,0
"1218",35,0
"1219",35,0
"1220",35,0
"1221",35,0
"1222",35,0
"1223",35,0
"1224",35,0
"1225",35,0
"1226",36,0
"1227",36,0
"1228",36,0
"1229",36,0
"1230",36,0
"1231",36,0
"1232",36,0
"1233",36,0
"1234",36,0
"1235",36,0
"1236",36,0
"1237",36,0
"1238",36,0
"1239",36,0
"1240",36,0
"1241",36,0
"1242",36,0
"1243",36,0
"1244",36,0.001
"1245",36,0
"1246",36,0
"1247",36,0
"1248",36,0
"1249",36,0
"1250",36,0
"1251",36,0
"1252",36,0
"1253",36,0
"1254",36,0
"1255",36,0
"1256",36,0
"1257",36,0
"1258",36,0.001
"1259",36,0
"1260",36,0
"1261",37,0
"1262",37,0
"1263",37,0
"1264",37,0
"1265",37,0
"1266",37,0.001
"1267",37,0
"1268",37,0
"1269",37,0
"1270",37,0
"1271",37,0
"1272",37,0
"1273",37,0
"1274",37,0.001
"1275",37,0
"1276",37,0
"1277",37,0
"1278",37,0
"1279",37,0
"1280",37,0
"1281",37,0
"1282",37,0
"1283",37,0
"1284",37,0
"1285",37,0
"1286",37,0
"1287",37,0
"1288",37,0
"1289",37,0
"1290",37,0
"1291",37,0.001
"1292",37,0
"1293",37,0
"1294",37,0
"1295",37,0
"1296",38,0
"1297",38,0
"1298",38,0
"1299",38,0
"1300",38,0
"1301",38,0
"1302",38,0
"1303",38,0.001
"1304",38,0
"1305",38,0
"1306",38,0
"1307",38,0
"1308",38,0
"1309",38,0
"1310",38,0.001
"1311",38,0
"1312",38,0
"1313",38,0
"1314",38,0
"1315",38,0
"1316",38,0
"1317",38,0.001
"1318",38,0
"1319",38,0
"1320",38,0
"1321",38,0
"1322",38,0
"1323",38,0
"1324",38,0
"1325",38,0
"1326",38,0
"1327",38,0
"1328",38,0
"1329",38,0.001
"1330",38,0
"1331",39,0
"1332",39,0
"1333",39,0.001
"1334",39,0.001
"1335",39,0
"1336",39,0
"1337",39,0
"1338",39,0
"1339",39,0
"1340",39,0
"1341",39,0
"1342",39,0
"1343",39,0
"1344",39,0
"1345",39,0
"1346",39,0
"1347",39,0
"1348",39,0
"1349",39,0
"1350",39,0
"1351",39,0
"1352",39,0
"1353",39,0
"1354",39,0
"1355",39,0
"1356",39,0
"1357",39,0.001
"1358",39,0
"1359",39,0
"1360",39,0
"1361",39,0
"1362",39,0
"1363",39,0
"1364",39,0
"1365",39,0
"1366",40,0
"1367",40,0
"1368",40,0
"1369",40,0
"1370",40,0
"1371",40,0
"1372",40,0
"1373",40,0
"1374",40,0
"1375",40,0
"1376",40,0
"1377",40,0
"1378",40,0
"1379",40,0
"1380",40,0
"1381",40,0
"1382",40,0
"1383",40,0
"1384",40,0
"1385",40,0
"1386",40,0
"1387",40,0
"1388",40,0
"1389",40,0
"1390",40,0
"1391",40,0
"1392",40,0
"1393",40,0
"1394",40,0
"1395",40,0
"1396",40,0
"1397",40,0
"1398",40,0
"1399",40,0
"1400",40,0
"1401",41,0
"1402",41,0
"1403",41,0.001
"1404",41,0
"1405",41,0
"1406",41,0
"1407",41,0
"1408",41,0
"1409",41,0
"1410",41,0
"1411",41,0.001
"1412",41,0
"1413",41,0
"1414",41,0
"1415",41,0
"1416",41,0
"1417",41,0
"1418",41,0
"1419",41,0
"1420",41,0
"1421",41,0
"1422",41,0
"1423",41,0
"1424",41,0
"1425",41,0
"1426",41,0
"1427",41,0
"1428",41,0
"1429",41,0
"1430",41,0
"1431",41,0
"1432",41,0.001
"1433",41,0
"1434",41,0
"1435",41,0
"1436",42,0
"1437",42,0
"1438",42,0
"1439",42,0
"1440",42,0
"1441",42,0
"1442",42,0.00100000000000011
"1443",42,0
"1444",42,0
"1445",42,0
"1446",42,0
"1447",42,0
"1448",42,0
"1449",42,0
"1450",42,0
"1451",42,0
"1452",42,0
"1453",42,0.00099999999999989
"1454",42,0
"1455",42,0
"1456",42,0
"1457",42,0
"1458",42,0
"1459",42,0
"1460",42,0
"1461",42,0
"1462",42,0
"1463",42,0
"1464",42,0
"1465",42,0
"1466",42,0
"1467",42,0
"1468",42,0
"1469",42,0
"1470",42,0
"1471",43,0
"1472",43,0
"1473",43,0
"1474",43,0
"1475",43,0
"1476",43,0
"1477",43,0
"1478",43,0
"1479",43,0
"1480",43,0
"1481",43,0
"1482",43,0
"1483",43,0
"1484",43,0
"1485",43,0
"1486",43,0
"1487",43,0
"1488",43,0
"1489",43,0
"1490",43,0
"1491",43,0.00099999999999989
"1492",43,0
"1493",43,0
"1494",43,0
"1495",43,0
"1496",43,0
"1497",43,0
"1498",43,0
"1499",43,0
"1500",43,0
"1501",43,0.00100000000000011
"1502",43,0
"1503",43,0
"1504",43,0
"1505",43,0
"1506",44,0
"1507",44,0
"1508",44,0
"1509",44,0
"1510",44,0
"1511",44,0
"1512",44,0
"1513",44,0
"1514",44,0
"1515",44,0
"1516",44,0
"1517",44,0
"1518",44,0
"1519",44,0
"1520",44,0
"1521",44,0
"1522",44,0
"1523",44,0.00100000000000011
"1524",44,0
"1525",44,0
"1526",44,0
"1527",44,0
"1528",44,0
"1529",44,0
"1530",44,0
"1531",44,0
"1532",44,0
"1533",44,0
"1534",44,0
"1535",44,0
"1536",44,0
"1537",44,0
"1538",44,0
"1539",44,0
"1540",44,0.00099999999999989
"1541",45,0
"1542",45,0
"1543",45,0
"1544",45,0
"1545",45,0
"1546",45,0
"1547",45,0
"1548",45,0
"1549",45,0
"1550",45,0
"1551",45,0
"1552",45,0
"1553",45,0
"1554",45,0
"1555",45,0
"1556",45,0.00099999999999989
"1557",45,0
"1558",45,0
"1559",45,0
"1560",45,0
"1561",45,0
"1562",45,0
"1563",45,0
"1564",45,0.00100000000000011
"1565",45,0
"1566",45,0
"1567",45,0
"1568",45,0
"1569",45,0
"1570",45,0
"1571",45,0.00100000000000011
"1572",45,0
"1573",45,0
"1574",45,0
"1575",45,0
"1576",46,0
"1577",46,0
"1578",46,0.00100000000000011
"1579",46,0
"1580",46,0
"1581",46,0
"1582",46,0
"1583",46,0
"1584",46,0
"1585",46,0
"1586",46,0
"1587",46,0
"1588",46,0
"1589",46,0
"1590",46,0
"1591",46,0
"1592",46,0.00099999999999989
"1593",46,0
"1594",46,0
"1595",46,0
"1596",46,0
"1597",46,0
"1598",46,0
"1599",46,0
"1600",46,0
"1601",46,0
"1602",46,0
"1603",46,0
"1604",46,0
"1605",46,0
"1606",46,0
"1607",46,0.00100000000000011
"1608",46,0
"1609",46,0
"1610",46,0
"1611",47,0
"1612",47,0
"1613",47,0
"1614",47,0
"1615",47,0
"1616",47,0
"1617",47,0
"1618",47,0
"1619",47,0.00100000000000011
"1620",47,0
"1621",47,0
"1622",47,0
"1623",47,0
"1624",47,0
"1625",47,0
"1626",47,0
"1627",47,0
"1628",47,0
"1629",47,0
"1630",47,0
"1631",47,0
"1632",47,0
"1633",47,0
"1634",47,0
"1635",47,0
"1636",47,0
"1637",47,0
"1638",47,0
"1639",47,0
"1640",47,0
"1641",47,0
"1642",47,0
"1643",47,0
"1644",47,0
"1645",47,0
"1646",48,0
"1647",48,0
"1648",48,0
"1649",48,0
"1650",48,0
"1651",48,0
"1652",48,0.00100000000000011
"1653",48,0
"1654",48,0
"1655",48,0
"1656",48,0
"1657",48,0
"1658",48,0
"1659",48,0
"1660",48,0
"1661",48,0
"1662",48,0
"1663",48,0
"1664",48,0
"1665",48,0
"1666",48,0
"1667",48,0
"1668",48,0
"1669",48,0
"1670",48,0
"1671",48,0
"1672",48,0
"1673",48,0
"1674",48,0
"1675",48,0
"1676",48,0
"1677",48,0
"1678",48,0
"1679",48,0
"1680",48,0
"1681",49,0
"1682",49,0.00099999999999989
"1683",49,0
"1684",49,0
"1685",49,0
"1686",49,0
"1687",49,0
"1688",49,0
"1689",49,0
"1690",49,0.00099999999999989
"1691",49,0
"1692",49,0
"1693",49,0
"1694",49,0
"1695",49,0
"1696",49,0
"1697",49,0.00099999999999989
"1698",49,0
"1699",49,0
"1700",49,0
"1701",49,0
"1702",49,0
"1703",49,0
"1704",49,0.00100000000000011
"1705",49,0
"1706",49,0
"1707",49,0
"1708",49,0.00099999999999989
"1709",49,0
"1710",49,0
"1711",49,0
"1712",49,0
"1713",49,0
"1714",49,0
"1715",49,0
"1716",50,0
"1717",50,0
"1718",50,0
"1719",50,0
"1720",50,0
"1721",50,0
"1722",50,0
"1723",50,0
"1724",50,0
"1725",50,0
"1726",50,0
"1727",50,0
"1728",50,0
"1729",50,0
"1730",50,0
"1731",50,0
"1732",50,0
"1733",50,0
"1734",50,0
"1735",50,0
"1736",50,0
"1737",50,0
"1738",50,0
"1739",50,0
"1740",50,0
"1741",50,0
"1742",50,0
"1743",50,0
"1744",50,0
"1745",50,0
"1746",50,0.00100000000000011
"1747",50,0
"1748",50,0
"1749",50,0
"1750",50,0.00099999999999989
"1751",51,0
"1752",51,0
"1753",51,0
"1754",51,0
"1755",51,0
"1756",51,0
"1757",51,0
"1758",51,0
"1759",51,0
"1760",51,0
"1761",51,0
"1762",51,0
"1763",51,0
"1764",51,0
"1765",51,0
"1766",51,0
"1767",51,0
"1768",51,0
"1769",51,0
"1770",51,0
"1771",51,0
"1772",51,0
"1773",51,0
"1774",51,0
"1775",51,0
"1776",51,0
"1777",51,0
"1778",51,0
"1779",51,0
"1780",51,0
"1781",51,0
"1782",51,0
"1783",51,0
"1784",51,0
"1785",51,0
"1786",52,0
"1787",52,0
"1788",52,0
"1789",52,0
"1790",52,0
"1791",52,0
"1792",52,0
"1793",52,0
"1794",52,0
"1795",52,0
"1796",52,0
"1797",52,0
"1798",52,0.00099999999999989
"1799",52,0
"1800",52,0
"1801",52,0
"1802",52,0
"1803",52,0
"1804",52,0
"1805",52,0
"1806",52,0
"1807",52,0
"1808",52,0
"1809",52,0
"1810",52,0
"1811",52,0
"1812",52,0
"1813",52,0.00099999999999989
"1814",52,0.00099999999999989
"1815",52,0
"1816",52,0
"1817",52,0
"1818",52,0
"1819",52,0
"1820",52,0.00100000000000011
"1821",53,0
"1822",53,0
"1823",53,0
"1824",53,0
"1825",53,0
"1826",53,0
"1827",53,0
"1828",53,0
"1829",53,0
"1830",53,0
"1831",53,0
"1832",53,0
"1833",53,0
"1834",53,0
